path,text
../raw_data/wavs/voice-0012.wav,"Benzydamine được chỉ định trong các tình trạng viêm loét niêm mạc miệng do xạ trị, nhưng thuốc lại có khả năng ức chế sản xuất cytokine tiền viêm TNF-α và IL-1β một cách chọn lọc. Vậy tại sao thuốc lại ít ảnh hưởng đến các cytokine chống viêm như IL-10?"
../raw_data/wavs/voice-0013.wav,"Trong bối cảnh chuyển hóa thuốc, các nghiên cứu in vitro chỉ ra rằng Sofosbuvir là chất nền hiệu quả cho những loại enzyme nội bào nào cụ thể?"
../raw_data/wavs/voice-0014.wav,"Khi sử dụng Cevimeline cho phụ nữ đang cho con bú, cần phải xử lý thế nào dựa trên dữ liệu dược động học hiện có?"
../raw_data/wavs/voice-0015.wav,Tại sao việc phối hợp methadone với các thuốc ức chế CYP3A4 như ketoconazol lại đòi hỏi phải điều chỉnh liều cẩn thận?
../raw_data/wavs/voice-0016.wav,Tại sao diphenhydramine có thể gây ra các tác dụng phụ giống như Parkinson (ví dụ: run rigidity) ở một số bệnh nhân?
../raw_data/wavs/voice-0017.wav,So sánh hiệu quả hạ sốt của Ibuprofen và Aspirin dựa trên dữ kiện được cung cấp?
../raw_data/wavs/voice-0018.wav,Diethylstilbestrol có bản chất là estrogen tổng hợp không steroid. Cơ chế gây quái thai và ung thư (carcinogen) của hoạt chất này trong giai đoạn phát triển phôi thai được diễn giải như thế nào?
../raw_data/wavs/voice-0019.wav,Tiền sử sốc phản vệ sau khi dùng Antithymocyte immunoglobulin (Rabbit) từ trước là yếu tố gì?
../raw_data/wavs/voice-0020.wav,"So với dạng natri fusidat, tại sao acid fusidic trong hỗn dịch uống lại yêu cầu liều lượng tương đối cao hơn trên lâm sàng để đạt được hiệu quả điều trị tương đương?"
../raw_data/wavs/voice-0021.wav,Tại sao Benzyl alcohol trong tá dược của Heparin có nguy cơ gây hại cho trẻ sơ sinh?
../raw_data/wavs/voice-0022.wav,Tại sao Proparacaine chỉ định gây tê tại chỗ nhưng lại chống chỉ định hoặc cần thận trọng cao độ ở những bệnh nhân có nồng độ acetylcholinesterase trong huyết tương thấp?
../raw_data/wavs/voice-0023.wav,"Trong chỉ định điều trị đau mạn tính do ung thư, cơ chế nào cho phép sử dụng methadone làm thuốc giảm đau thay thế khi bệnh nhân không dung nạp hoặc không hiệu quả với morphin?"
../raw_data/wavs/voice-0024.wav,Biểu hiện lâm sàng của việc lắng đọng phức hợp protein-bạc hoặc bạc sulfide trong các mô liên kết dưới da khi quá liều bạc là gì?
../raw_data/wavs/voice-0025.wav,"Sau khi uống Bumetanide, thời gian khởi phát tác dụng lợi tiểu và thời gian tác dụng hiệu quả cao nhất là bao lâu?"
../raw_data/wavs/voice-0026.wav,"Lưu ý nào về tác dụng phụ trên mắt của Pioglitazone liên quan đến ứ dịch sau mắt, và bệnh nhân cần được kiểm tra gì?"
../raw_data/wavs/voice-0027.wav,"Dựa trên bản chất chuyển hóa thuốc, Tamoxifen được khử methyl và hydroxyl hóa bởi các isoenzym CYP450 nào cụ thể để tạo ra các chất chuyển hóa hoạt động?"
../raw_data/wavs/voice-0028.wav,"Đối với bệnh nhân đang thẩm tách máu, việc điều chỉnh liều ornidazole như thế nào để bù đắp cho sự loại bỏ thuốc qua màng lọc?"
../raw_data/wavs/voice-0029.wav,Liều lượng của thuốc mỡ Acid boric thay đổi ra sao giữa việc điều trị nhiễm nấm bề mặt và các kích ứng da thông thường?
../raw_data/wavs/voice-0030.wav,"Đối với bệnh nhân đang mang kính áp tròng, cần đợi bao lâu sau khi nhỏ Tetryzoline mới được đeo lại kính?"
../raw_data/wavs/voice-0031.wav,"Nếu một bệnh nhân sử dụng Eucalyptol dạng xịt mũi và gặp phải tình trạng táo bón hay rối loạn tiêu hóa, đây được xếp vào nhóm tác dụng phụ nào (thường gặp, ít gặp, hay hiếm gặp) theo phân loại trong văn bản?"
../raw_data/wavs/voice-0032.wav,Phân loại dược lực học của Griseofulvin?
../raw_data/wavs/voice-0033.wav,Cơ chế tác dụng miễn dịch của Antithymocyte immunoglobulin (Rabbit) liên quan đến việc thanh thải các tế bào lympho T như thế nào?
../raw_data/wavs/voice-0034.wav,"Ngoài các triệu chứng thần kinh khi quá liều, các tác dụng không mong muốn thường gặp về chuyển hóa lipid và điện giải được ghi nhận như thế nào?"
../raw_data/wavs/voice-0035.wav,"Về cơ chế sinh hóa, tại sao Atomoxetine có độ chọn lọc cao đối với chất vận chuyển noradrenaline (NET) nhưng lại có 'ái lực tối thiểu' đối với các thụ thể noradrenergic khác?"
../raw_data/wavs/voice-0036.wav,"So sánh các đặc điểm sinh khả dụng giữa viên nang phóng thích tức thì và phóng thích kéo dài của cysteamine bitartrate, và giải thích tại sao sự khác biệt về AUC và Cmax giữa hai dạng bào chế này lại có ý nghĩa quan trọng trong việc thiết lập phác đồ liều lượng (số lần dùng thuốc hàng ngày) để duy trì nồng độ cystine bạch cầu dưới ngưỡng mục tiêu?"
../raw_data/wavs/voice-0037.wav,"Tetryzoline có khả dụng sinh học toàn thân như thế nào khi dùng ở liều điều trị nhỏ mắt, và cần bao lâu để thuốc đạt nồng độ tối đa trong huyết thanh?"
../raw_data/wavs/voice-0038.wav,Tại sao bệnh nhân bị suy giảm chức năng thận hoặc rối loạn nhịp tim cần được theo dõi đặc biệt khi dùng Prussian blue?
../raw_data/wavs/voice-0039.wav,"Tại sao khi xử lý quá liều Sumatriptan, bác sĩ cần lưu ý đến khả năng không xác định được độc tính do quá liều mãn tính và việc phải tránh sử dụng thuốc này để dự phòng?"
../raw_data/wavs/voice-0040.wav,"Ngoài việc ngăn chặn sự hình thành Angiotensin II, Imidaprilat còn làm tăng nồng độ Bradykinin. Bradykinin kích hoạt thụ thể Beta-2 trên tế bào nội mạc gây tân tạo phân tử thông tin nào để gây giãn mạch?"
../raw_data/wavs/voice-0041.wav,Menotropins được chỉ định cụ thể trong phác đồ hỗ trợ sinh sản (ART) như IVF nhằm giải quyết vấn đề sinh lý học nào ở người bệnh vô sinh?
../raw_data/wavs/voice-0042.wav,"Thận trọng khi chỉ định metoclopramide ở bệnh nhân suy giảm NADH cytochrom-b5 reductase dựa trên nguy cơ sinh lý bệnh nào, và tại sao metoclopramide lại chống chỉ định dùng xanh methylen trên đối tượng thiếu G6PD?"
../raw_data/wavs/voice-0043.wav,"Nồng độ của desethylamodiaquine (chuyển hóa hoạt động chính) trong máu toàn phần cao gấp 4-6 lần so với trong huyết tương, và điều này có ý nghĩa gì đối với việc giải thích tính dài lâu của hiệu quả điều trị?"
../raw_data/wavs/voice-0044.wav,"Trong bối cảnh Acid boric chỉ được sử dụng khi cần thiết và không theo lịch trình cố định, việc xử lý 'quên liều' được các tài liệu dược lý mô tả như thế nào?"
../raw_data/wavs/voice-0045.wav,"Enzym nào do Streptococcus mutans tiết ra mà Cetylpyridinium chloride có khả năng ức chế, từ đó làm giảm sự hình thành mảng bám?"
../raw_data/wavs/voice-0046.wav,So sánh về đặc điểm chỉ định điều trị giữa thuốc Eucalyptol ở dạng uống và dạng xoa bóp (dầu xoa) để làm rõ sự khác biệt trong phạm vi tác dụng toàn thân so với tác dụng tại chỗ.
../raw_data/wavs/voice-0047.wav,Cơ chế sinh học nào giải thích cho việc Ibuprofen có thể làm giảm tác dụng lợi tiểu của Furosemid?
../raw_data/wavs/voice-0048.wav,Phụ nữ đang cho con bú có được phép sử dụng Griseofulvin không?
../raw_data/wavs/voice-0049.wav,Enzyme cytochrome P4A4 và CYP2C19 tham  gia vào quá trình chuyển hóa Citalopram cho ra sản phẩm chuyển hóa nào?
../raw_data/wavs/voice-0050.wav,"Norfenfluramine, chất chuyển hóa của Fenfluramine, có thời gian bán thải dài hơn (~30 giờ) so với thuốc mẹ (~20 giờ). Điều này có ý nghĩa gì trong dược lâm sàng liên quan đến tích lũy thuốc và nguy cơ gây ra các tác dụng phụ như hội chứng serotonin?"
../raw_data/wavs/voice-0051.wav,Tại sao không được phép dùng đồng thời tenofovir với adefovir dipivoxil?
../raw_data/wavs/voice-0052.wav,"Tại sao Methenamine Hippurate bị chống chỉ định tuyệt đối ở bệnh nhân suy gan nặng hoặc mất nước nghiêm trọng, liên quan đến quá trình chuyển hóa tạo ra các chất chuyển hóa nào?"
../raw_data/wavs/voice-0053.wav,"Nếu bệnh nhân quên dùng một liều methadone và thời điểm nhớ ra đã gần kề với liều kế tiếp theo quy định, thao tác xử trí đúng theo nguyên tắc dược lý là gì?"
../raw_data/wavs/voice-0054.wav,"Trong cơ chế chuyển hóa của Irinotecan tại gan, enzym carboxylesterase đóng vai trò gì trong việc tạo ra chất chuyển hóa có hoạt tính ức chế topoisomerase I?"
../raw_data/wavs/voice-0055.wav,"Tại sao việc sử dụng đồng thời Flurazepam với các thuốc cảm ứng cytochrom P450 như carbamazepin lại làm giảm tác dụng gây ngủ, và cơ chế chuyển hóa nào chi phối tương tác này?"
../raw_data/wavs/voice-0056.wav,"Trong cơ chế dược động học, Citalopram có tỷ lệ gắn kết với protein huyết tương bao nhiêu?"
../raw_data/wavs/voice-0057.wav,Đâu là các chủng vi khuẩn Gram âm có khả năng nhạy cảm đáng kể với acid fusidic theo thông tin dược lý học?
../raw_data/wavs/voice-0058.wav,"Trong trường hợp bệnh nhân bị nôn trong vòng 30 phút sau khi uống liều Amodiaquine/Artesunate, cơ chế sinh học nào của Amodiaquine khiến việc cần phải bổ sung liều lặp lại?"
../raw_data/wavs/voice-0059.wav,"Dựa trên các triệu chứng kích thích hệ thần kinh trung ương như lo âu, run và co giật trong trường hợp quá liều Proparacaine, cơ chế sinh độc tính cấp tính này liên quan đến sự thay đổi điện thế hoạt động ở mức nào?"
../raw_data/wavs/voice-0060.wav,"Độ lưu lại của Cetylpyridinium chloride trong khoang miệng sau khi súc miệng bằng 10 ml dung dịch 2,2 mmol trong 1 phút là bao nhiêu?"
../raw_data/wavs/voice-0061.wav,"Dựa trên thang phân loại thai kỳ của FDA, Prussian blue được xếp vào loại nào và yếu tố nào được cân nhắc khi so sánh rủi ro phơi nhiễm chất phóng xạ chưa được điều trị so với rủi ro sinh sản của Prussian blue?"
../raw_data/wavs/voice-0062.wav,"Xét phản ứng điều chế công nghiệp: CaHPO4 + NaHSO4 → NaH2PO4 + CaSO4, tủa Canxi Sulfat (CaSO4) được sinh ra ở bước phản ứng đầu tiên hay ở bước trung hòa NaOH sau đó, và làm thế nào để tách chiết nó ra khỏi dung dịch muối photphat?"
../raw_data/wavs/voice-0063.wav,Đối tượng bệnh nhân nhi nào bị giới hạn chỉ định kê đơn Bimatoprost và tại sao cần phải tuân thủ nghiêm ngặt độ tuổi này trong phác đồ điều trị?
../raw_data/wavs/voice-0064.wav,"Dựa trên phác đồ điều trị cho đối tượng trẻ em, chế phẩm Acid Folinic đường uống nào được chỉ định cụ thể cho nhóm trẻ sơ sinh trong dự phòng thiếu máu hồng cầu lớn do điều trị Toxoplasma bẩm sinh, và tần suất sử dụng là bao nhiêu lần mỗi tuần?"
../raw_data/wavs/voice-0065.wav,Liều duy nhất Ospemifene tối đa nào đã được ghi nhận là không gây triệu chứng ngộ độc rõ rệt?
../raw_data/wavs/voice-0066.wav,Tại sao việc vô tình dùng quá một giọt Bromfenac trong một lần không làm tăng tiếp xúc tại chỗ?
../raw_data/wavs/voice-0067.wav,Vì sao bệnh nhân có genotype đồng hợp tử UGT1A1*28 cần phải giảm liều Irinotecan so với thông thường?
../raw_data/wavs/voice-0068.wav,"Theo chỉ định điều trị, exenatide được phối hợp với những loại thuốc hạ đường huyết uống nào cụ thể (ví dụ: metformin, sulphonylurea, thiazolidinedione) hoặc insulin nền?"
../raw_data/wavs/voice-0069.wav,"Việc sử dụng Quinethazone kết hợp với Cholestyramine có thể ảnh hưởng đến sinh khả dụng của thuốc như thế nào, và cần tuân thủ khoảng thời gian tối thiểu nào giữa hai lần dùng thuốc?"
../raw_data/wavs/voice-0070.wav,Flunarizine khác biệt với các thuốc chẹn kênh canxi tim mạch (như verapamil) ở điểm nào?
../raw_data/wavs/voice-0071.wav,"Đối với bệnh nhân bị suy gan, Zafirlukast được xếp vào nhóm chống chỉ định nào?"
../raw_data/wavs/voice-0072.wav,"Tại sao Atomoxetine không phải là một chất kích thích tâm thần (psychostimulant) và không phải là dẫn xuất amphetamine, bất chấp việc nó giúp cải thiện triệu chứng ADHD?"
../raw_data/wavs/voice-0073.wav,Enzym deoxycytidin kinase đóng vai trò quan trọng trong quá trình hoạt hóa sinh học của fludarabine. Phân tử chuyển hóa cuối cùng có hoạt tính cytotoxic là gì?
../raw_data/wavs/voice-0074.wav,Tương tác nguy hiểm nào có thể xảy ra khi dùng Bromfenac cho bệnh nhân có tiền sử nhạy cảm với acid acetylsalicylic?
../raw_data/wavs/voice-0075.wav,"Dựa trên các báo cáo lâm sàng, các triệu chứng lâm sàng điển hình của hội chứng xám (Gray Syndrome) ở trẻ sơ sinh do chloramphenicol gây ra thường xuất hiện trong khoảng thời gian bao lâu sau khi bắt đầu điều trị?"
../raw_data/wavs/voice-0076.wav,"Liên quan đến Dược lực học, cơ chế phân tử nào giúp Itopride hydroclorid đối kháng thụ thể dopamin D2 trong hệ tiêu hóa để tạo raฤทธิ kích thích nhu động?"
../raw_data/wavs/voice-0077.wav,Đâu là cơ chế hóa học khi Sodium Fluoride tương tác với sữa và các sản phẩm từ sữa dẫn đến giảm hấp thu?
../raw_data/wavs/voice-0078.wav,"Dựa trên đặc điểm dược động học không qua hàng rào máu - não nhưng có liên kết protein cao (60-70%), cơ chế nào giải thích việc Fexofenadine chọn lọc đối kháng thụ thể H1 ở ngoại vi mà ít gây an thần trung ương?"
../raw_data/wavs/voice-0079.wav,"Trong bối cảnh điều trị bệnh nhân không dung nạp penicilin với nguy cơ hoại thư sinh hơi, cơ chế diệt khuẩn của Clindamycin tại vị trí nhiễm khuẩn kị khí sâu có khác biệt gì so với các kháng sinh beta-lactam?"
../raw_data/wavs/voice-0080.wav,Mechanism chấm dứt kéo dài chuỗi ADN của tenofovir diphosphate xảy ra dựa trên cơ chế nào?
../raw_data/wavs/voice-0081.wav,"Triệu chứng chính của tình trạng quá liều Methenamine là gì, và các biện pháp xử trí nào can thiệp vào quá trình chuyển hóa acid-base của thuốc?"
../raw_data/wavs/voice-0082.wav,"Methadone là một chất chuyển hóa qua các enzyme CYP3A4, CYP2B6, CYP1A2 và CYP2D6; điều này có ý nghĩa gì trong tương tác thuốc, đặc biệt khi dùng đồng thời với các thuốc cảm ứng enzym (như phenytoin)?"
../raw_data/wavs/voice-0083.wav,Thời gian bán thải của vigabatrin kéo dài bao lâu ở bệnh nhân người lớn?
../raw_data/wavs/voice-0084.wav,"Tại sao việc phối hợp fluticasone furoate với ritonavir lại chống chỉ định, và enzyme CYP3A4 đóng vai trò thế nào trong cơ chế tương tác chuyển hóa này?"
../raw_data/wavs/voice-0085.wav,"Ngoài các tác dụng phụ thường gặp như mất cân bằng điện giải, Quinethazone có thể gây ra các bất thường gì khác về chuyển hóa lipid?"
../raw_data/wavs/voice-0086.wav,Mô tả cơ chế gây độc trực tiếp lên hệ thần kinh trung ương (co giật) của Cefoperazone ở bệnh nhân suy thận và vai trò của việc thẩm tách máu trong kiểm soát các triệu chứng này.
../raw_data/wavs/voice-0087.wav,Việc nhận biết lactulose chứa lượng nhỏ lactose và galactose tự do có ý nghĩa quan trọng như thế nào trong việc quản lý an toàn đường huyết cho những bệnh nhân đái tháo đường?
../raw_data/wavs/voice-0088.wav,Tại sao Amodiaquine được xếp vào danh sách chống chỉ định tuyệt đối đối với những bệnh nhân có tiền sử bị bệnh võng mạc?
../raw_data/wavs/voice-0089.wav,"Theo thông tin dược lý, succinylcholine sau khi vào cơ thể sẽ bị thủy phân bởi enzym nào cụ thể trong huyết tương để tạo ra succinylmonocholine?"
../raw_data/wavs/voice-0090.wav,"Trong bối cảnh quá liều Testosterone cypionate dẫn đến các biến chứng thần kinh cấp tính như động kinh hoặc mất khả năng nói, cơ chế sinh bệnh học nào được cho là nguyên nhân sâu xa gây ra các triệu chứng này?"
../raw_data/wavs/voice-0091.wav,"Mặc dù diphenhydramine được liệt kê là thuốc chống nôn, nhưng triệu chứng nào trong tình trạng quá liều nó lại mâu thuẫn với tác dụng này?"
../raw_data/wavs/voice-0092.wav,"Dựa trên các đặc tính lý hóa của Oxytetracycline Hydroclorid, tại sao việc tuân thủ thời gian uống thuốc '1 giờ trước hoặc 2 giờ sau bữa ăn' lại có ý nghĩa quan trọng trong dược động học, và điều này khác biệt thế nào so với hướng dẫn dùng thuốc tiêm bắp?"
../raw_data/wavs/voice-0093.wav,"Nếu người dùng nuốt phải kem đánh răng Sodium Fluoride, phương pháp xử lý ngộ độc cấp tính bao gồm những bước nào bên cạnh việc rửa dạ dày?"
../raw_data/wavs/voice-0094.wav,Việc sử dụng GnRH agonist (chất chủ vận hormone giải phóng gonadotropin) trước khi tiêm Menotropins có tác dụng gì đến liều khởi đầu của Menotropins và tại sao?
../raw_data/wavs/voice-0095.wav,"Nếu corticosteroid toàn thân được dùng trước khi Durvalumab được khởi trị, chúng sẽ ảnh hưởng đến dược động học hay dược lực học của thuốc?"
../raw_data/wavs/voice-0096.wav,"Theo chỉ định, Framycetin có hiệu quả trong điều trị các loại nhiễm trùng do vi khuẩn hiếu khí nào cụ thể?"
../raw_data/wavs/voice-0097.wav,Việc dùng bicarbonate soda (natri bicarbonat) để điều trị triệu chứng bàng quang trong trường hợp quá liều Methenamine có xung đột với điều kiện pH nước tiểu cần thiết để thuốc hoạt động không?
../raw_data/wavs/voice-0098.wav,Việc DHA được tìm thấy ở nồng độ cao trong các cấu trúc não bộ nào cụ thể?
../raw_data/wavs/voice-0099.wav,Thận trọng khi dùng cho bệnh nhân hen suyễn là một yêu cầu quan trọng. Cơ chế gây co thắt phế quản nào của Eucalyptol có thể dẫn đến việc cần cân nhắc kỹ lưỡng trước khi kê đơn?
../raw_data/wavs/voice-0100.wav,"Dựa trên đặc điểm dược lực học, cơ chế nào giải thích cho việc Acetylcholine có thể làm giảm nhãn áp ngoài tác dụng gây co đồng tử, liên quan đến sự thay đổi dòng chảy của thủy dịch?"
../raw_data/wavs/voice-0101.wav,Tại sao việc sử dụng Bumetanide đồng thời với Lithi lại bị chống chỉ định?
../raw_data/wavs/voice-0102.wav,"Về mặt cơ chế receptor, Fexofenadine có đặc tính đối kháng alpha1-adrenergic hay anticholinergic không?"
../raw_data/wavs/voice-0103.wav,Tại sao cần thận trọng khi chỉ định ammonium chloride cho bệnh nhân đang điều trị bằng amiodaron?
../raw_data/wavs/voice-0104.wav,Tác dụng phụ tăng men ALT do Zileuton có nguy cơ cao hơn ở nhóm bệnh nhân nào khi sử dụng dạng viên phóng thích tức thời?
../raw_data/wavs/voice-0105.wav,Tại sao người bệnh không nên dùng liều lớn Vitamin C trong vòng một giờ trước hoặc sau khi dùng các sản phẩm chứa Cyanocobalamin?
../raw_data/wavs/voice-0106.wav,"Tại sao dạng thuốc đạn trực tràng hấp thu chậm được chỉ định là 'không thích hợp' trong điều trị trạng thái động kinh hoặc co giật cấp tính, trong khi dung dịch trực tràng vẫn được sử dụng?"
../raw_data/wavs/voice-0107.wav,Việc phối hợp Irinotecan với thuốc kháng nấm dẫn chất azole tác dụng toàn thân có nguy cơ gây ra tình trạng gì?
../raw_data/wavs/voice-0108.wav,"Đặc điểm dược động học nào của exenatide (thể tích phân bố, độ thanh thải, hay thời gian bán thải) không phụ thuộc vào liều lượng?"
../raw_data/wavs/voice-0109.wav,"Darunavir được chỉ định sử dụng với ritonavir hoặc cobicistat với vai trò là 'chất tăng cường'. Tuy nhiên, Darunavir cũng có thể ức chế các enzym CYP3A4 và CYP2D6. Giải thích mâu thuẫn dược lý này?"
../raw_data/wavs/voice-0110.wav,"Khi kê đơn cho bệnh nhân suy thận mức độ ClCr 11-40 ml/phút, những thay đổi cụ thể nào về thông số dược động học (nồng độ đỉnh và bán thải) cần được cân nhắc so với người khỏe mạnh?"
../raw_data/wavs/voice-0111.wav,"Khi so sánh hoạt tính đối kháng thụ thể LTD4 của các chất chuyển hóa hydroxyl hóa của Zafirlukast tìm thấy trong huyết tương so với thuốc mẹ, chênh lệch về hiệu lực ít nhất là bao nhiêu lần?"
../raw_data/wavs/voice-0112.wav,"Azatadine được FDA xếp vào loại thai kỳ nào, và dựa trên cơ sở dữ liệu nào về tính an toàn đối với phụ nữ mang thai?"
../raw_data/wavs/voice-0113.wav,"Mức độ hấp thu Magnesi vào máu lưu hành ở người có chức năng thận bình thường được báo cáo là bao nhiêu phần trăm, và cơ chế nào hạn chế nguy cơ nhiễm kiềm dịch vị?"
../raw_data/wavs/voice-0114.wav,Cơ chế ức chế enzym nào của Bromfenac giúp giảm đau?
../raw_data/wavs/voice-0115.wav,"Trong cơ chế chuyển hóa sinh học của Sulfasalazine, enzym N-acetyltransferase nào tham gia vào quá trình chuyển hóa sulfapyridin ở gan, và sự biến đổi này có ý nghĩa gì đối với nồng độ đỉnh và độc tính của thuốc ở người?"
../raw_data/wavs/voice-0116.wav,Tình trạng 'thủng vách ngăn mũi' là tác dụng phụ hiếm gặp nhưng nghiêm trọng; cơ chế corticosteroid tại chỗ nào có thể ngăn cản quá trình lành vết thương ở niêm mạc mũi?
../raw_data/wavs/voice-0117.wav,So sánh về thời gian bán thải plasma và nguy cơ tích lũy thuốc giữa hoạt chất Flurazepam và chất chuyển hóa có hoạt tính của nó là N-desalkylflurazepam trong quá trình dùng thuốc kéo dài.
../raw_data/wavs/voice-0118.wav,Citalopram được chỉ định điều trị duy trì cho bệnh nhân đã vượt qua giai đoạn nào của trầm cảm?
../raw_data/wavs/voice-0119.wav,"Trên lý thuyết dược động học, tại sao Clindamycin có hiệu quả lâm sàng cao trong điều trị các bệnh lý tại khoang màng phế quản-màng phổi?"
../raw_data/wavs/voice-0120.wav,"Loại thuốc đối kháng acid folic nào (tên cụ thể) được đề cập trong văn bản có khả năng làm giảm nồng độ trong huyết tương của các thuốc chống co giật Phenobarbital, Primidon, Phenytoin khi dùng đồng thời với Canxi Folinate?"
../raw_data/wavs/voice-0121.wav,Ivabradine gây chậm nhịp tim bằng cách đặc hiệu ức chế dòng ion If. Dòng ion này nằm ở vị trí nào trên tế bào cơ tim và nó ảnh hưởng trực tiếp đến giai đoạn nào của điện thế?
../raw_data/wavs/voice-0122.wav,"Dựa trên công thức dược động học thám tích (kinetic exploration): Carboplatin có độ thanh thải (Cl) phụ thuộc vào độ thanh thải creatinin (Ccr), trong khi Cisplatin lại không. Khi so sánh cơ chế loại bỏ (elimination) này, Carboplatin có ưu điểm và nhược điểm thế nào so với Cisplatin về mặt quản lý liều lượng ở bệnh nhân suy thận, và tại sao công thức tính liều Chatelut đặc hiệu cho Carboplatin?"
../raw_data/wavs/voice-0123.wav,Vì sao bệnh nhân suy thận (CrCl 10 đến 40 mL/phút) cần điều chỉnh liều lomefloxacin xuống còn 200 mg mỗi ngày một lần sau liều nạp 400 mg?
../raw_data/wavs/voice-0124.wav,"Tỷ lệ sinh khả dụng toàn thân của olsalazine là bao nhiêu phần trăm, và cơ chế dược động học nào giải thích cho nồng độ thuốc cao tại ruột kết?"
../raw_data/wavs/voice-0125.wav,"Ngoài việc chống chỉ định ở bệnh nhân không dung nạp fructose bẩm sinh, Irinotecan còn bị chống chỉ định sử dụng chung với loại thảo dược nào làm giảm hiệu quả điều trị?"
../raw_data/wavs/voice-0126.wav,"Tại sao Valganciclovir bị chống chỉ định tuyệt đối ở những phụ nữ đang trong giai đoạn cho con bú, ngay cả khi chưa có dữ liệu lâm sàng rộng rãi xác nhận tính bài tiết qua sữa mẹ?"
../raw_data/wavs/voice-0127.wav,"Trong điều trị viêm da, sự khác biệt về chỉ định giữa kem Fluticasone (thích hợp cho bề mặt ẩm hoặc rỉ nước) và thuốc mỡ Fluticasone (thích hợp cho da khô, vết thương có vảy) dựa trên đặc tính nào?"
../raw_data/wavs/voice-0128.wav,"So với đường tiêm bắp, những bất lợi nào của đường tiêm bắp Oxytetracycline so với đường uống?"
../raw_data/wavs/voice-0129.wav,Tại sao Clotrimazole có phổ tác dụng kháng khuẩn đối với một số vi khuẩn Gram dương và Gram âm nhưng lại có giá trị lâm sàng hạn chế trong điều trị nhiễm khuẩn so với kháng nấm?
../raw_data/wavs/voice-0130.wav,"Ngoài việc quá mẫn với protein heo, bệnh nhân có tiền sử loét dạ dày tá tràng khi điều trị bằng corticotropin cần lưu ý gì?"
../raw_data/wavs/voice-0131.wav,"Trong bối cảnh sử dụng Tolvaptan cho bệnh nhân ADPKD trên 55 tuổi, dữ liệu lâm sàng về độ an toàn và hiệu quả bị hạn chế. Tuy nhiên, về mặt dược động học, tại sao bệnh nhân cao tuổi không cần điều chỉnh liều so với người lớn tuổi trung bình?"
../raw_data/wavs/voice-0132.wav,Liều lượng cyclobenzaprine cho bệnh nhân suy gan nhẹ khi sử dụng dạng viên phóng thích tức thời cần phải tuân thủ nguyên tắc nào để đảm bảo an toàn?
../raw_data/wavs/voice-0133.wav,Khi nào thì việc chỉ định niacin liều cao trở thành chống chỉ định tuyệt đối ở bệnh nhân có tiền sử men gan tăng?
../raw_data/wavs/voice-0134.wav,Điều gì xảy ra với chất chuyển hóa trung gian N-acetyl-p-benzoquinoneimine trong cơ thể khi một bệnh nhân bình thường sử dụng Paracetamol ở liều điều trị?
